id_memoire,titre,description,resume,texte_complet,domaine,methodologie,niveau,annee,auteur,directeur,note_soutenance,tags,nb_tags,est_public,cluster_id,cluster_nom,tags_enrichis
MEM-0237,Audit de scurit des infrastructures bancaires,"valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation.","valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. Ce travail s'inscrit dans le contexte de Togo. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.","Audit de scurit des infrastructures bancaires. valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. Ce travail s'inscrit dans le contexte de Togo. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.",Cyberscurit,tude de cas,Master 2,2020,Etudiant_0237,Dr. Professeur_02,12.13,audit|cryptographie|forensics|pentesting|vulnerabilite,5,1,2,Cyberscurit,audit|cryptographie|de scurit|et revue|forensics|pentesting|pntration analyse|remdiation|scurit|vulnerabilite
MEM-0238,Architecture rseau IoT pour smart city,"Conception d'une infrastructure de capteurs connects pour la gestion intelligente des feux de circulation, de l'clairage public et des dchets dans une ville de taille moyenne.","Conception d'une infrastructure de capteurs connects pour la gestion intelligente des feux de circulation, de l'clairage public et des dchets dans une ville de taille moyenne. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Rseaux.","Architecture rseau IoT pour smart city. Conception d'une infrastructure de capteurs connects pour la gestion intelligente des feux de circulation, de l'clairage public et des dchets dans une ville de taille moyenne. Conception d'une infrastructure de capteurs connects pour la gestion intelligente des feux de circulation, de l'clairage public et des dchets dans une ville de taille moyenne. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Rseaux.",Rseaux,Recherche-action,Master 1,2018,Etudiant_0238,Dr. Professeur_08,16.94,cisco|iot|ns3|wifi,4,0,5,Rseaux,cisco|clairage public|iot|la gestion|ns3|une ville|ville|ville de|wifi
MEM-0239,Migration infrastructure on-premise vers AWS,"Planification et excution complte de la migration cloud d'une PME locale. Architecture 3-tiers sur AWS avec auto-scaling, backup automatique et rduction des cots d'infrastructure de 40%.","Planification et excution complte de la migration cloud d'une PME locale. Architecture 3-tiers sur AWS avec auto-scaling, backup automatique et rduction des cots d'infrastructure de 40%. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.","Migration infrastructure on-premise vers AWS. Planification et excution complte de la migration cloud d'une PME locale. Architecture 3-tiers sur AWS avec auto-scaling, backup automatique et rduction des cots d'infrastructure de 40%. Planification et excution complte de la migration cloud d'une PME locale. Architecture 3-tiers sur AWS avec auto-scaling, backup automatique et rduction des cots d'infrastructure de 40%. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.",Cloud / DevOps,Recherche-action,Licence 3,2018,Etudiant_0239,Dr. Professeur_11,16.42,aws|ci-cd|docker|kubernetes|monitoring,5,1,5,Rseaux,aws|ci-cd|docker|infrastructure|kubernetes|migration|monitoring|scaling|scaling backup
MEM-0240,Classification d'images agricoles par CNN,Systme de dtection automatique des maladies des cultures grce  des rseaux convolutifs. Dataset de 15 000 images de plantes annotes. Prcision de 94% sur la classification de 8 maladies principales.,Systme de dtection automatique des maladies des cultures grce  des rseaux convolutifs. Dataset de 15 000 images de plantes annotes. Prcision de 94% sur la classification de 8 maladies principales. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,Classification d'images agricoles par CNN. Systme de dtection automatique des maladies des cultures grce  des rseaux convolutifs. Dataset de 15 000 images de plantes annotes. Prcision de 94% sur la classification de 8 maladies principales. Systme de dtection automatique des maladies des cultures grce  des rseaux convolutifs. Dataset de 15 000 images de plantes annotes. Prcision de 94% sur la classification de 8 maladies principales. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,IA / Machine Learning,Recherche-action,Licence 3,2021,Etudiant_0240,Dr. Professeur_08,16.16,classification|deep-learning|neural-network|python,4,1,2,Cyberscurit,classification|deep-learning|des|images|maladies|neural-network|plantes annotes|python
MEM-0241,Plateforme de gestion des stages universitaires,"Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises.","Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.","Plateforme de gestion des stages universitaires. Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.",Dveloppement Web,Recherche exprimentale,Licence 3,2022,Etudiant_0241,Dr. Professeur_02,12.77,afrique|django|docker|fastapi|full-stack|javascript|react,7,1,3,Dveloppement Web,afrique|aux|django|docker|fastapi|full-stack|javascript|les conventions|react|stack react|stages|stages aux
MEM-0242,Application de suivi de grossesse pour zones rurales,"App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies.","App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Mobile.","Application de suivi de grossesse pour zones rurales. App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies. App mobile hors-ligne pour le suivi mdical des femmes enceintes sans connexion internet. Synchronisation diffre des donnes. Dploye dans 12 centres de sant ruraux, 800 femmes suivies. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Mobile.",Mobile,Dveloppement logiciel (SCRUM),Master 2,2020,Etudiant_0242,Dr. Professeur_13,16.46,geolocalisation|kotlin|mobile-money,3,1,7,Mobile,800|800 femmes|femmes|geolocalisation|kotlin|mobile hors|mobile-money|suivi
MEM-0243,Optimisation QoS dans les rseaux 4G,tude et amlioration de la qualit de service pour les applications temps rel sur rseau mobile 4G/LTE. Simulation sous NS-3 et validation terrain avec mesures de latence et dbit.,tude et amlioration de la qualit de service pour les applications temps rel sur rseau mobile 4G/LTE. Simulation sous NS-3 et validation terrain avec mesures de latence et dbit. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Rseaux.,Optimisation QoS dans les rseaux 4G. tude et amlioration de la qualit de service pour les applications temps rel sur rseau mobile 4G/LTE. Simulation sous NS-3 et validation terrain avec mesures de latence et dbit. tude et amlioration de la qualit de service pour les applications temps rel sur rseau mobile 4G/LTE. Simulation sous NS-3 et validation terrain avec mesures de latence et dbit. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Rseaux.,Rseaux,tude de cas,Licence 3,2019,Etudiant_0243,Dr. Professeur_14,11.32,4g|iot|tcp-ip|wifi,4,1,4,Rseaux,4g|avec mesures|iot|simulation|simulation sous|tcp-ip|tude|wifi
MEM-0244,Pipeline CI/CD pour quipe de dveloppement,"Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production.","Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de Togo. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.","Pipeline CI/CD pour quipe de dveloppement. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de Togo. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.",Cloud / DevOps,Prototypage rapide,Master 2,2019,Etudiant_0244,Dr. Professeur_01,12.62,aws|docker|kubernetes|microservices|terraform,5,1,1,Bases de donnes,actions|actions docker|aws|docker|dploiement|en|kubernetes|microservices|pipeline|terraform
MEM-0245,Systme de monitoring applicatif temps rel,"Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min.","Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.","Systme de monitoring applicatif temps rel. Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min. Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.",Cloud / DevOps,Recherche applique,Master 2,2023,Etudiant_0245,Dr. Professeur_05,12.77,aws|ci-cd|devops|microservices|monitoring,5,0,6,Cloud / DevOps,alerting automatique|aws|ci-cd|dashboards|de monitoring|devops|grafana et|microservices|monitoring
MEM-0246,Rseau WiFi communautaire  faible cot,"Conception et dploiement d'une infrastructure WiFi dans un quartier de Lom avec quipements open source (OpenWRT). Couverture de 2km, 120 utilisateurs connects simultanment, cot 40% infrieur au march.","Conception et dploiement d'une infrastructure WiFi dans un quartier de Lom avec quipements open source (OpenWRT). Couverture de 2km, 120 utilisateurs connects simultanment, cot 40% infrieur au march. Ce travail s'inscrit dans le contexte de Togo. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Rseaux.","Rseau WiFi communautaire  faible cot. Conception et dploiement d'une infrastructure WiFi dans un quartier de Lom avec quipements open source (OpenWRT). Couverture de 2km, 120 utilisateurs connects simultanment, cot 40% infrieur au march. Conception et dploiement d'une infrastructure WiFi dans un quartier de Lom avec quipements open source (OpenWRT). Couverture de 2km, 120 utilisateurs connects simultanment, cot 40% infrieur au march. Ce travail s'inscrit dans le contexte de Togo. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Rseaux.",Rseaux,Prototypage rapide,Master 1,2021,Etudiant_0246,Dr. Professeur_15,12.44,4g|afrique|cisco|iot|protocole|qos,6,1,5,Rseaux,4g|afrique|cisco|cot|iot|march|protocole|qos|simultanment cot|un quartier|wifi
MEM-0247,Archivage numrique des actes d'tat civil,"Base de donnes structure pour la numrisation et l'archivage des actes de naissance, mariage et dcs. OCR automatique sur documents scanns. 500 000 actes numriss, recherche en temps rel.","Base de donnes structure pour la numrisation et l'archivage des actes de naissance, mariage et dcs. OCR automatique sur documents scanns. 500 000 actes numriss, recherche en temps rel. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.","Archivage numrique des actes d'tat civil. Base de donnes structure pour la numrisation et l'archivage des actes de naissance, mariage et dcs. OCR automatique sur documents scanns. 500 000 actes numriss, recherche en temps rel. Base de donnes structure pour la numrisation et l'archivage des actes de naissance, mariage et dcs. OCR automatique sur documents scanns. 500 000 actes numriss, recherche en temps rel. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.",Bases de donnes,Prototypage rapide,Licence 3,2020,Etudiant_0247,Dr. Professeur_06,14.96,etl|mongodb|nosql|optimisation|postgresql,5,1,3,Dveloppement Web,500 000|actes|archivage|de donnes|des actes|etl|mongodb|nosql|optimisation|postgresql
MEM-0248,Application de paiement mobile pour petits commerants,App Android permettant aux commerants informels d'accepter les paiements digitaux via NFC et QR code. Intgration mobile money. 500 commerants pilotes dans 3 marchs de Lom.,App Android permettant aux commerants informels d'accepter les paiements digitaux via NFC et QR code. Intgration mobile money. 500 commerants pilotes dans 3 marchs de Lom. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Mobile.,Application de paiement mobile pour petits commerants. App Android permettant aux commerants informels d'accepter les paiements digitaux via NFC et QR code. Intgration mobile money. 500 commerants pilotes dans 3 marchs de Lom. App Android permettant aux commerants informels d'accepter les paiements digitaux via NFC et QR code. Intgration mobile money. 500 commerants pilotes dans 3 marchs de Lom. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Mobile.,Mobile,Recherche applique,Licence 3,2023,Etudiant_0248,Dr. Professeur_02,12.72,afrique|android|flutter|react-native|ux,5,1,2,Cyberscurit,afrique|android|android permettant|app android|commerants|flutter|money 500|qr code|react-native|ux
MEM-0249,E-commerce pour artisans locaux togolais,"Marketplace permettant aux artisans de vendre en ligne avec intgration du paiement mobile money (Flooz, T-Money). Interface bilingue franais/anglais. 120 artisans onboards lors du lancement pilote.","Marketplace permettant aux artisans de vendre en ligne avec intgration du paiement mobile money (Flooz, T-Money). Interface bilingue franais/anglais. 120 artisans onboards lors du lancement pilote. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.","E-commerce pour artisans locaux togolais. Marketplace permettant aux artisans de vendre en ligne avec intgration du paiement mobile money (Flooz, T-Money). Interface bilingue franais/anglais. 120 artisans onboards lors du lancement pilote. Marketplace permettant aux artisans de vendre en ligne avec intgration du paiement mobile money (Flooz, T-Money). Interface bilingue franais/anglais. 120 artisans onboards lors du lancement pilote. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.",Dveloppement Web,tude de cas,Master 2,2020,Etudiant_0249,Dr. Professeur_05,13.68,afrique|docker|javascript|rest-api,4,1,1,Bases de donnes,afrique|anglais|artisans|artisans onboards|docker|du|javascript|money|rest-api
MEM-0250,Systme de vote lectronique scuris,"Plateforme de vote en ligne base sur la cryptographie asymtrique RSA et la blockchain lgre. Garantit l'anonymat, l'intgrit et la traabilit des votes. Test lors d'une lection tudiante relle.","Plateforme de vote en ligne base sur la cryptographie asymtrique RSA et la blockchain lgre. Garantit l'anonymat, l'intgrit et la traabilit des votes. Test lors d'une lection tudiante relle. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.","Systme de vote lectronique scuris. Plateforme de vote en ligne base sur la cryptographie asymtrique RSA et la blockchain lgre. Garantit l'anonymat, l'intgrit et la traabilit des votes. Test lors d'une lection tudiante relle. Plateforme de vote en ligne base sur la cryptographie asymtrique RSA et la blockchain lgre. Garantit l'anonymat, l'intgrit et la traabilit des votes. Test lors d'une lection tudiante relle. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.",Dveloppement Web,Recherche-action,Master 2,2018,Etudiant_0250,Dr. Professeur_15,13.64,blockchain|fastapi|javascript|react,4,1,2,Cyberscurit,blockchain|cryptographie asymtrique|de vote|et la|fastapi|javascript|la blockchain|react|vote
MEM-0251,Classification d'images agricoles par CNN,Systme de dtection automatique des maladies des cultures grce  des rseaux convolutifs. Dataset de 15 000 images de plantes annotes. Prcision de 94% sur la classification de 8 maladies principales.,Systme de dtection automatique des maladies des cultures grce  des rseaux convolutifs. Dataset de 15 000 images de plantes annotes. Prcision de 94% sur la classification de 8 maladies principales. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,Classification d'images agricoles par CNN. Systme de dtection automatique des maladies des cultures grce  des rseaux convolutifs. Dataset de 15 000 images de plantes annotes. Prcision de 94% sur la classification de 8 maladies principales. Systme de dtection automatique des maladies des cultures grce  des rseaux convolutifs. Dataset de 15 000 images de plantes annotes. Prcision de 94% sur la classification de 8 maladies principales. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,IA / Machine Learning,Dveloppement dirig par les tests (TDD),Master 2,2023,Etudiant_0251,Dr. Professeur_02,12.71,classification|deep-learning|nlp|prediction|python,5,1,2,Cyberscurit,classification|deep-learning|des|images|maladies|nlp|prediction|python|rseaux convolutifs
MEM-0252,Plateforme de gestion des stages universitaires,"Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises.","Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.","Plateforme de gestion des stages universitaires. Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.",Dveloppement Web,Recherche exprimentale,Licence 3,2024,Etudiant_0252,Dr. Professeur_09,13.27,afrique|django|docker|fastapi|full-stack|javascript|react,7,1,3,Dveloppement Web,afrique|aux|django|docker|entreprises|fastapi|full-stack|javascript|react|stack react|stages|stages aux
MEM-0253,Systme de surveillance de la qualit de l'air,"Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom.","Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.","Systme de surveillance de la qualit de l'air. Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom. Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.",Systmes Embarqus,Recherche applique,Master 2,2024,Etudiant_0253,Dr. Professeur_13,19.98,afrique|capteurs|embarque|iot|mqtt,5,1,4,Rseaux,afrique|autonomie mois|batterie avec|capteurs|embarque|iot|iot autonomes|mqtt|panneau|panneau solaire
MEM-0254,Rseau WiFi communautaire  faible cot,"Conception et dploiement d'une infrastructure WiFi dans un quartier de Lom avec quipements open source (OpenWRT). Couverture de 2km, 120 utilisateurs connects simultanment, cot 40% infrieur au march.","Conception et dploiement d'une infrastructure WiFi dans un quartier de Lom avec quipements open source (OpenWRT). Couverture de 2km, 120 utilisateurs connects simultanment, cot 40% infrieur au march. Ce travail s'inscrit dans le contexte de Togo. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Rseaux.","Rseau WiFi communautaire  faible cot. Conception et dploiement d'une infrastructure WiFi dans un quartier de Lom avec quipements open source (OpenWRT). Couverture de 2km, 120 utilisateurs connects simultanment, cot 40% infrieur au march. Conception et dploiement d'une infrastructure WiFi dans un quartier de Lom avec quipements open source (OpenWRT). Couverture de 2km, 120 utilisateurs connects simultanment, cot 40% infrieur au march. Ce travail s'inscrit dans le contexte de Togo. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Rseaux.",Rseaux,Dveloppement logiciel (SCRUM),Master 1,2018,Etudiant_0254,Dr. Professeur_01,19.51,afrique|cisco|ns3|protocole,4,1,5,Rseaux,afrique|cisco|cot|ns3|protocole|quartier de|simultanment|source openwrt|wifi
MEM-0255,Systme de monitoring applicatif temps rel,"Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min.","Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min. Ce travail s'inscrit dans le contexte de Togo. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.","Systme de monitoring applicatif temps rel. Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min. Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min. Ce travail s'inscrit dans le contexte de Togo. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.",Cloud / DevOps,Recherche-action,Master 1,2018,Etudiant_0255,Dr. Professeur_03,19.73,ci-cd|devops|microservices,3,1,6,Cloud / DevOps,15 microservices|ci-cd|dashboards mtier|de monitoring|devops|microservices|monitoring|prometheus
MEM-0256,Plateforme de gestion des stages universitaires,"Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises.","Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.","Plateforme de gestion des stages universitaires. Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.",Dveloppement Web,Recherche exprimentale,Master 2,2021,Etudiant_0256,Dr. Professeur_07,16.37,afrique|fastapi|full-stack|javascript|postgresql|react|rest-api,7,0,3,Dveloppement Web,afrique|aux|aux tudiants|conventions|fastapi|full-stack|javascript|offres|postgresql|react|rest-api|stages
MEM-0257,Chatbot mdical en langues locales africaines,Dveloppement d'un assistant conversationnel pour orienter les patients en franais et en Ew. Utilisation de BERT fine-tun et d'une base de connaissances mdicales valide par des professionnels de sant.,Dveloppement d'un assistant conversationnel pour orienter les patients en franais et en Ew. Utilisation de BERT fine-tun et d'une base de connaissances mdicales valide par des professionnels de sant. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,Chatbot mdical en langues locales africaines. Dveloppement d'un assistant conversationnel pour orienter les patients en franais et en Ew. Utilisation de BERT fine-tun et d'une base de connaissances mdicales valide par des professionnels de sant. Dveloppement d'un assistant conversationnel pour orienter les patients en franais et en Ew. Utilisation de BERT fine-tun et d'une base de connaissances mdicales valide par des professionnels de sant. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,IA / Machine Learning,Recherche-action,Licence 3,2019,Etudiant_0257,Dr. Professeur_05,13.18,afrique|bert|classification|nlp|python|tensorflow,6,1,1,Bases de donnes,afrique|bert|classification|de connaissances|en|nlp|orienter les|python|tensorflow|valide|valide par
MEM-0258,Rseau WiFi communautaire  faible cot,"Conception et dploiement d'une infrastructure WiFi dans un quartier de Lom avec quipements open source (OpenWRT). Couverture de 2km, 120 utilisateurs connects simultanment, cot 40% infrieur au march.","Conception et dploiement d'une infrastructure WiFi dans un quartier de Lom avec quipements open source (OpenWRT). Couverture de 2km, 120 utilisateurs connects simultanment, cot 40% infrieur au march. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Rseaux.","Rseau WiFi communautaire  faible cot. Conception et dploiement d'une infrastructure WiFi dans un quartier de Lom avec quipements open source (OpenWRT). Couverture de 2km, 120 utilisateurs connects simultanment, cot 40% infrieur au march. Conception et dploiement d'une infrastructure WiFi dans un quartier de Lom avec quipements open source (OpenWRT). Couverture de 2km, 120 utilisateurs connects simultanment, cot 40% infrieur au march. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Rseaux.",Rseaux,Dveloppement dirig par les tests (TDD),Master 2,2018,Etudiant_0258,Dr. Professeur_02,13.14,4g|afrique|protocole|qos,4,1,5,Rseaux,4g|afrique|cot|openwrt|protocole|qos|un quartier|wifi|wifi dans
