id_paire,texte_a,texte_b,categorie_similarite,score_similarite
PAIR-00523,"Ce travail vise  concevoir et implmenter un systme de vote lectronique en utilisant NLP et transformers BERT. La problmatique principale est le manque de traabilit dans les processus administratifs. Notre approche repose sur la recherche-action avec participation des utilisateurs finaux. L'approche mthodologique retenue est la recherche-action avec participation des utilisateurs finaux. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 9380 enregistrements. Les rsultats indiquent une amlioration de 41% par rapport  l'approche classique. Le temps de rponse moyen est de 471ms, ce qui rpond aux exigences. Ce travail a permis de dvelopper un systme de vote lectronique qui rpond efficacement  le manque de traabilit dans les processus administratifs. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","Ce travail vise dvelopper et implmenter un systme de vote lectronique en utilisant NLP et transformers BERT. La challenge principale est le manque de traabilit dans les processus administratifs. Notre mthode repose sur la recherche-action avec participation des utilisateurs finaux finaux. L'approche mthodologique retenue est la recherche-action avec participation des utilisateurs finaux finaux. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de informations de 9380 enregistrements. Les performances indiquent une amlioration de 41% par rapport l'approche classique. Le temps de rponse moyen est de 471ms, ce qui rpond aux exigences. Ce travail a permis de construire un systme de vote lectronique qui rpond efficacement le manque de traabilit dans les processus administratifs. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.",PLAGIAT_PARTIEL,0.56
PAIR-00215,"Ce projet de fin d'tudes porte sur une application de paiement mobile scurise. La motivation principale est l'absence d'outils adapts au contexte africain qui constitue un dfi majeur. Nous proposons une solution base sur Flutter et Firebase en suivant une approche la recherche-action avec participation des utilisateurs finaux. L'approche mthodologique retenue est la recherche-action avec participation des utilisateurs finaux. Elle se dcline en 4 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 4341 enregistrements. Les rsultats indiquent une amlioration de 17% par rapport  l'approche classique. Le temps de rponse moyen est de 189ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment une application de paiement mobile scurise. Notre solution apporte une rponse concrte  l'absence d'outils adapts au contexte africain. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Ce travail vise  concevoir et implmenter un systme de gestion des stocks intelligents en utilisant NLP et transformers BERT. La problmatique principale est la difficult d'accs aux soins mdicaux. Notre approche repose sur SCRUM avec des sprints de 2 semaines. Pour raliser ce projet, nous avons adopt SCRUM avec des sprints de 2 semaines. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 6 itrations de dure gale. Les exprimentations confirment la viabilit de notre approche avec 95% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 24% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 44 experts du domaine. Ce travail a permis de dvelopper un systme de gestion des stocks intelligents qui rpond efficacement  la difficult d'accs aux soins mdicaux. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.",ORIGINAL,0.174
PAIR-00140,"Ce projet de fin d'tudes porte sur un moteur de recommandation de cours. La motivation principale est la difficult d'accs aux soins mdicaux qui constitue un dfi majeur. Nous proposons une solution base sur Flutter et Firebase en suivant une approche la recherche exprimentale avec validation empirique. L'approche mthodologique retenue est la recherche exprimentale avec validation empirique. Elle se dcline en 4 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 4716 enregistrements. Les rsultats indiquent une amlioration de 35% par rapport  l'approche classique. Le temps de rponse moyen est de 440ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un moteur de recommandation de cours. Notre solution apporte une rponse concrte  la difficult d'accs aux soins mdicaux. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Ce projet de fin d'tudes porte sur une plateforme de tlmdecine. La motivation principale est les pertes financires dues aux erreurs humaines qui constitue un dfi majeur. Nous proposons une solution base sur React et FastAPI en suivant une approche le prototypage rapide et l'itration continue. Pour raliser ce projet, nous avons adopt le prototypage rapide et l'itration continue. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 6 itrations de dure gale. Les exprimentations confirment la viabilit de notre approche avec 81% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 36% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 16 experts du domaine. Ce mmoire prsente une plateforme de tlmdecine comme solution  les pertes financires dues aux erreurs humaines. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.",ORIGINAL,0.018
PAIR-00109,"Dans le cadre de ce mmoire, nous proposons une application de covoiturage universitaire. Face  les pertes financires dues aux erreurs humaines, nous avons choisi d'utiliser machine learning et scikit-learn comme solution principale. La mthodologie adopte est SCRUM avec des sprints de 2 semaines. La mthodologie de dveloppement choisie est SCRUM avec des sprints de 2 semaines. Nous avons structur le travail en 5 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre approche avec 82% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 33% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 16 experts du domaine. En conclusion, nous avons conu et implment une application de covoiturage universitaire. Notre solution apporte une rponse concrte  les pertes financires dues aux erreurs humaines. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","L'objectif de cette tude est de rsoudre le manque d'accessibilit aux services dans les zones rurales grce  un systme de contrle d'accs biomtrique. Nous utilisons Arduino et Raspberry Pi combin avec la recherche exprimentale avec validation empirique pour atteindre cet objectif. La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 4 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre systme a t valu sur un jeu de donnes de 2816 enregistrements. Les rsultats indiquent une amlioration de 20% par rapport  l'approche classique. Le temps de rponse moyen est de 311ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un systme de contrle d'accs biomtrique. Notre solution apporte une rponse concrte  le manque d'accessibilit aux services dans les zones rurales. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.",ORIGINAL,0.093
PAIR-00227,"Ce projet de fin d'tudes porte sur un outil d'analyse de sentiment sur les rseaux sociaux. La motivation principale est le manque de traabilit dans les processus administratifs qui constitue un dfi majeur. Nous proposons une solution base sur machine learning et scikit-learn en suivant une approche SCRUM avec des sprints de 2 semaines. Pour raliser ce projet, nous avons adopt SCRUM avec des sprints de 2 semaines. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 6 itrations de dure gale. Les exprimentations confirment la viabilit de notre approche avec 84% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 28% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 21 experts du domaine. En conclusion, nous avons conu et implment un outil d'analyse de sentiment sur les rseaux sociaux. Notre solution apporte une rponse concrte  le manque de traabilit dans les processus administratifs. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Dans le cadre de ce mmoire, nous proposons un systme de vote lectronique. Face  les pertes financires dues aux erreurs humaines, nous avons choisi d'utiliser Docker et Kubernetes comme solution principale. La mthodologie adopte est la recherche-action avec participation des utilisateurs finaux. Pour raliser ce projet, nous avons adopt la recherche-action avec participation des utilisateurs finaux. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale. Notre systme a t valu sur un jeu de donnes de 1036 enregistrements. Les rsultats indiquent une amlioration de 45% par rapport  l'approche classique. Le temps de rponse moyen est de 403ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un systme de vote lectronique. Notre solution apporte une rponse concrte  les pertes financires dues aux erreurs humaines. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.",ORIGINAL,0.11
PAIR-00120,"Ce travail vise  concevoir et implmenter un systme de prdiction du dcrochage scolaire en utilisant Docker et Kubernetes. La problmatique principale est la difficult d'accs aux soins mdicaux. Notre approche repose sur une tude de cas approfondie avec donnes relles. L'approche mthodologique retenue est une tude de cas approfondie avec donnes relles. Elle se dcline en 4 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les exprimentations confirment la viabilit de notre approche avec 94% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 45% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 33 experts du domaine. Ce travail a permis de dvelopper un systme de prdiction du dcrochage scolaire qui rpond efficacement  la difficult d'accs aux soins mdicaux. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","Ce travail vise  concevoir et implmenter un systme de dtection de fraude bancaire en utilisant Flutter et Firebase. La problmatique principale est l'absence d'outils adapts au contexte africain. Notre approche repose sur le prototypage rapide et l'itration continue. L'approche mthodologique retenue est le prototypage rapide et l'itration continue. Elle se dcline en 5 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 7659 enregistrements. Les rsultats indiquent une amlioration de 40% par rapport  l'approche classique. Le temps de rponse moyen est de 254ms, ce qui rpond aux exigences. Ce mmoire prsente un systme de dtection de fraude bancaire comme solution  l'absence d'outils adapts au contexte africain. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.",ORIGINAL,0.169
PAIR-00660,"Ce travail vise  concevoir et implmenter une plateforme de tlmdecine en utilisant Flutter et Firebase. La problmatique principale est le cot lev des solutions existantes sur le march. Notre approche repose sur la recherche-action avec participation des utilisateurs finaux. L'approche mthodologique retenue est la recherche-action avec participation des utilisateurs finaux. Elle se dcline en 4 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les exprimentations confirment la viabilit de notre approche avec 97% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 28% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 24 experts du domaine. En conclusion, nous avons conu et implment une plateforme de tlmdecine. Notre solution apporte une rponse concrte  le cot lev des solutions existantes sur le march. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Ce travail vise dvelopper et implmenter une systme de tlmdecine en employant Flutter et Firebase. La challenge principale est le cot lev des solutions existantes sur le march. Notre mthode repose sur la recherche-action avec participation des utilisateurs finaux finaux. L'approche mthodologique retenue est la recherche-action avec participation des utilisateurs finaux finaux. Elle se dcline en 4 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les exprimentations confirment la viabilit de notre approche avec 97% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 28% sur les mtriques cls. Ces performances ont t valids par une quipe de 24 experts du domaine. En conclusion, nous avons conu et implment une systme de tlmdecine. Notre rponse apporte une rponse concrte le cot lev des solutions existantes sur le march. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du outil",PLAGIAT_TOTAL,0.886
PAIR-00127,"Ce projet de fin d'tudes porte sur une plateforme e-commerce pour artisans locaux. La motivation principale est la lenteur des processus manuels actuels qui constitue un dfi majeur. Nous proposons une solution base sur blockchain et smart contracts en suivant une approche la recherche-action avec participation des utilisateurs finaux. Pour raliser ce projet, nous avons adopt la recherche-action avec participation des utilisateurs finaux. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale. Les tests raliss montrent que notre solution atteint 96% de prcision. Les performances obtenues dpassent les solutions existantes de 26%. L'interface utilisateur a t valide par 49 utilisateurs rels. En conclusion, nous avons conu et implment une plateforme e-commerce pour artisans locaux. Notre solution apporte une rponse concrte  la lenteur des processus manuels actuels. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Ce projet de fin d'tudes porte sur une application de covoiturage universitaire. La motivation principale est la lenteur des processus manuels actuels qui constitue un dfi majeur. Nous proposons une solution base sur Arduino et Raspberry Pi en suivant une approche la recherche-action avec participation des utilisateurs finaux. Pour raliser ce projet, nous avons adopt la recherche-action avec participation des utilisateurs finaux. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 4 itrations de dure gale. Les exprimentations confirment la viabilit de notre approche avec 81% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 33% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 40 experts du domaine. Ce mmoire prsente une application de covoiturage universitaire comme solution  la lenteur des processus manuels actuels. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.",ORIGINAL,0.032
PAIR-00251,"Ce travail vise  concevoir et implmenter un chatbot d'assistance mdicale en utilisant machine learning et scikit-learn. La problmatique principale est la lenteur des processus manuels actuels. Notre approche repose sur SCRUM avec des sprints de 2 semaines. La mthodologie de dveloppement choisie est SCRUM avec des sprints de 2 semaines. Nous avons structur le travail en 5 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre systme a t valu sur un jeu de donnes de 8946 enregistrements. Les rsultats indiquent une amlioration de 29% par rapport  l'approche classique. Le temps de rponse moyen est de 121ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un chatbot d'assistance mdicale. Notre solution apporte une rponse concrte  la lenteur des processus manuels actuels. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Dans le cadre de ce mmoire, nous proposons un moteur de recommandation de cours. Face  les pertes financires dues aux erreurs humaines, nous avons choisi d'utiliser NLP et transformers BERT comme solution principale. La mthodologie adopte est une tude de cas approfondie avec donnes relles. Pour raliser ce projet, nous avons adopt une tude de cas approfondie avec donnes relles. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 4 itrations de dure gale. Les exprimentations confirment la viabilit de notre approche avec 85% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 30% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 28 experts du domaine. En conclusion, nous avons conu et implment un moteur de recommandation de cours. Notre solution apporte une rponse concrte  les pertes financires dues aux erreurs humaines. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.",ORIGINAL,0.086
PAIR-00630,"Ce travail vise  concevoir et implmenter une plateforme de gestion des ressources humaines en utilisant Flutter et Firebase. La problmatique principale est le manque d'accessibilit aux services dans les zones rurales. Notre approche repose sur le prototypage rapide et l'itration continue. L'approche mthodologique retenue est le prototypage rapide et l'itration continue. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 1629 enregistrements. Les rsultats indiquent une amlioration de 28% par rapport  l'approche classique. Le temps de rponse moyen est de 309ms, ce qui rpond aux exigences. Ce mmoire prsente une plateforme de gestion des ressources humaines comme solution  le manque d'accessibilit aux services dans les zones rurales. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.","Ce travail vise dvelopper et raliser une systme de gestion des ressources humaines en employant Flutter et Firebase. La challenge principale est le manque d'accessibilit aux services dans les zones rurales. Notre mthode repose sur le prototypage rapide et l'itration continue. L'approche mthodologique retenue est le prototypage rapide et l'itration continue. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre outil a t valu sur un jeu de informations de 1629 enregistrements. Les rsultats indiquent une optimisation de 28% par rapport l'approche classique. Le temps de rponse moyen est de 309ms, ce qui rpond aux exigences. Ce mmoire prsente une systme de gestion des ressources humaines comme rponse le manque d'accessibilit aux services dans les zones rurales. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.",PLAGIAT_TOTAL,0.942
PAIR-00515,"Dans le cadre de ce mmoire, nous proposons un systme de gestion des stocks intelligents. Face  le manque de traabilit dans les processus administratifs, nous avons choisi d'utiliser machine learning et scikit-learn comme solution principale. La mthodologie adopte est la recherche-action avec participation des utilisateurs finaux. L'approche mthodologique retenue est la recherche-action avec participation des utilisateurs finaux. Elle se dcline en 6 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les exprimentations confirment la viabilit de notre approche avec 95% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 29% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 11 experts du domaine. Ce travail a permis de dvelopper un systme de gestion des stocks intelligents qui rpond efficacement  le manque de traabilit dans les processus administratifs. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","Dans le cadre de ce mmoire, nous proposons un outil de gestion des stocks intelligents. Face le manque de traabilit dans les processus administratifs, nous avons choisi d'utiliser machine learning et scikit-learn comme solution principale. La mthodologie adopte est la recherche-action avec participation des utilisateurs finaux finaux. L'approche mthodologique retenue est la recherche-action avec participation des utilisateurs finaux. Elle se dcline en 6 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les exprimentations confirment la viabilit de notre mthode avec 95% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 29% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 11 experts du domaine. Ce travail a permis de dvelopper un systme de gestion des stocks intelligents qui rpond efficacement le manque de traabilit dans les processus administratifs. Les performances obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.",PLAGIAT_PARTIEL,0.709
PAIR-00054,"Dans le cadre de ce mmoire, nous proposons un systme d'archivage intelligent de documents. Face  la scurit insuffisante des donnes personnelles, nous avons choisi d'utiliser deep learning et PyTorch comme solution principale. La mthodologie adopte est le prototypage rapide et l'itration continue. La mthodologie de dveloppement choisie est le prototypage rapide et l'itration continue. Nous avons structur le travail en 5 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre approche avec 98% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 28% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 47 experts du domaine. Ce travail a permis de dvelopper un systme d'archivage intelligent de documents qui rpond efficacement  la scurit insuffisante des donnes personnelles. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","L'objectif de cette tude est de rsoudre le manque d'accessibilit aux services dans les zones rurales grce  un systme de surveillance de la qualit de l'air. Nous utilisons Django et PostgreSQL combin avec la recherche exprimentale avec validation empirique pour atteindre cet objectif. La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre systme a t valu sur un jeu de donnes de 6998 enregistrements. Les rsultats indiquent une amlioration de 36% par rapport  l'approche classique. Le temps de rponse moyen est de 416ms, ce qui rpond aux exigences. Ce travail a permis de dvelopper un systme de surveillance de la qualit de l'air qui rpond efficacement  le manque d'accessibilit aux services dans les zones rurales. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.",ORIGINAL,0.039
