id_projet,titre,description,domaine,filiere_etudiant,methodologie,score_similarite_existants,nb_mots_titre,nb_mots_description,nb_phrases_description,ratio_vocabulaire,score_mots_academiques,score_mots_techniques,score_mots_vagues,a_methodologie,a_objectifs_clairs,est_infaisable,decision
PRJ-0243,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Dveloppement Web,Data Science,Prototypage,0.319,11,41,3,0.854,1,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0130,Conception d'un entrept de donnes pour le suivi pidmiologique au Ministre de la Sant,"Ce projet vise  concevoir un data warehouse selon la modlisation en toile pour centraliser les donnes pidmiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le dploiement sous PostgreSQL et la cration de rapports analytiques sur Power BI.",Cyberscurit,Cyberscurit,Dveloppement logiciel (SCRUM),0.071,14,40,3,0.925,2,1,0,0,1,0,APPROUVE
PRJ-0550,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,Dveloppement Web,Gnie Informatique,Recherche applique,0.898,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0485,Application,Une application mobile.,Dveloppement Web,Cyberscurit,Dveloppement logiciel (SCRUM),0.787,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0195,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Cloud / DevOps,Cyberscurit,Dveloppement logiciel (SCRUM),0.024,13,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0590,Copie du systme bancaire,Reproduire exactement le systme de la banque Ecobank avec toutes ses fonctionnalits en 2 mois.,IA / Machine Learning,Gnie Informatique,Dveloppement logiciel (SCRUM),0.684,4,15,2,1.0,1,0,1,0,0,1,REJETE
PRJ-0214,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",Systmes Embarqus,Cyberscurit,Prototypage,0.14,8,38,3,0.842,2,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0553,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un rsum de ce que j'ai trouv.,Cloud / DevOps,Data Science,Prototypage,0.722,3,20,2,0.95,0,0,3,0,0,0,REJETE
PRJ-0354,tude sur la scurit des rseaux wifi,Ce projet parle de la scurit wifi. On va voir comment scuriser un rseau wifi et quels sont les problmes qui existent avec les rseaux sans fil dans les entreprises.,Systmes Embarqus,Gnie Logiciel,Prototypage,0.49,7,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0470,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Cloud / DevOps,Rseaux et Tlcommunications,Recherche exprimentale,0.2,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0011,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot  Cas d'tude 1,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",Dveloppement Web,Cyberscurit,Recherche exprimentale,0.12,11,38,3,0.842,2,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0429,tude sur la scurit des rseaux wifi,Ce projet parle de la scurit wifi. On va voir comment scuriser un rseau wifi et quels sont les problmes qui existent avec les rseaux sans fil dans les entreprises.,Rseaux,Systmes Embarqus,Recherche applique,0.342,7,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0335,Cration d'un site web pour une cole v2,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Rseaux,Rseaux et Tlcommunications,Dveloppement logiciel (SCRUM),0.607,8,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0568,Faire un jeu vido,Je veux faire un jeu. Ce sera amusant.,Cloud / DevOps,Cyberscurit,tude de cas,0.868,4,8,3,1.0,0,0,1,0,0,0,REJETE
PRJ-0339,Application pour grer les notes des tudiants v3,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Rseaux,Cyberscurit,Dveloppement logiciel (SCRUM),0.249,8,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0472,Intelligence artificielle gnrale,Crer une intelligence artificielle gnrale capable de tout faire comme un humain.,Cyberscurit,Gnie Logiciel,tude de cas,0.799,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0305,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Systmes Embarqus,Cyberscurit,Prototypage,0.272,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0025,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Dveloppement Web,Gnie Logiciel,tude de cas,0.395,10,36,3,0.861,3,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0525,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un rsum de ce que j'ai trouv.,Systmes Embarqus,Gnie Logiciel,Dveloppement logiciel (SCRUM),0.881,3,20,2,0.95,0,0,3,0,0,0,REJETE
PRJ-0274,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",IA / Machine Learning,Gnie Informatique,Recherche applique,0.674,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0395,Dveloppement d'une application Android pour les transports v2,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Bases de donnes,Cyberscurit,Recherche exprimentale,0.728,8,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0131,Mise en place d'un systme de vote lectronique scuris pour les lections universitaires  Cas d'tude 1,"Ce projet consiste  concevoir et dployer une plateforme de vote lectronique scurise base sur la cryptographie asymtrique et la blockchain lgre. L'objectif est de garantir l'anonymat, l'intgrit et la traabilit des votes lors des lections au sein de l'universit.",Bases de donnes,Data Science,Dveloppement logiciel (SCRUM),0.203,16,39,3,0.821,4,1,0,0,1,0,APPROUVE
PRJ-0328,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Systmes Embarqus,Cyberscurit,Recherche applique,0.453,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0449,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Cyberscurit,Gnie Logiciel,Prototypage,0.444,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0193,Mise en place d'un systme de vote lectronique scuris pour les lections universitaires,"Ce projet consiste  concevoir et dployer une plateforme de vote lectronique scurise base sur la cryptographie asymtrique et la blockchain lgre. L'objectif est de garantir l'anonymat, l'intgrit et la traabilit des votes lors des lections au sein de l'universit.",Dveloppement Web,Gnie Informatique,Dveloppement logiciel (SCRUM),0.359,13,39,3,0.821,4,1,0,0,1,0,APPROUVE
PRJ-0020,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Mobile,Gnie Informatique,Recherche applique,0.242,11,41,3,0.829,2,1,0,0,0,0,APPROUVE
PRJ-0406,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Cloud / DevOps,Rseaux et Tlcommunications,Prototypage,0.718,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0334,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Mobile,Cyberscurit,Recherche applique,0.655,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0365,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Cloud / DevOps,Rseaux et Tlcommunications,Recherche exprimentale,0.499,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0593,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,Mobile,Gnie Informatique,Prototypage,0.598,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0064,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Systmes Embarqus,Data Science,Recherche exprimentale,0.413,10,36,3,0.861,3,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0087,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Mobile,Rseaux et Tlcommunications,Recherche applique,0.035,10,36,3,0.861,3,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0259,tude sur la scurit des rseaux wifi v4,Ce projet parle de la scurit wifi. On va voir comment scuriser un rseau wifi et quels sont les problmes qui existent avec les rseaux sans fil dans les entreprises.,Dveloppement Web,Gnie Informatique,Recherche applique,0.216,8,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0582,Copie du systme bancaire,Reproduire exactement le systme de la banque Ecobank avec toutes ses fonctionnalits en 2 mois.,Bases de donnes,Cyberscurit,Recherche applique,0.683,4,15,2,1.0,1,0,1,0,0,1,REJETE
PRJ-0012,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Cloud / DevOps,Data Science,Prototypage,0.074,8,40,3,0.8,3,0,0,0,0,0,APPROUVE
PRJ-0376,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Cyberscurit,Systmes Embarqus,Recherche exprimentale,0.507,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0109,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Mobile,Cyberscurit,Prototypage,0.235,11,41,3,0.854,1,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0068,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",Systmes Embarqus,Systmes Embarqus,Prototypage,0.328,10,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0373,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Cloud / DevOps,Cyberscurit,Recherche applique,0.389,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0115,Systme embarqu de surveillance environnementale bas sur IoT,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Bases de donnes,Gnie Informatique,tude de cas,0.108,8,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0117,Conception d'un entrept de donnes pour le suivi pidmiologique au Ministre de la Sant,"Ce projet vise  concevoir un data warehouse selon la modlisation en toile pour centraliser les donnes pidmiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le dploiement sous PostgreSQL et la cration de rapports analytiques sur Power BI.",Systmes Embarqus,Systmes Embarqus,Prototypage,0.166,14,40,3,0.925,2,1,0,0,1,0,APPROUVE
PRJ-0010,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Systmes Embarqus,Rseaux et Tlcommunications,Recherche applique,0.286,11,41,3,0.854,1,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0207,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Cloud / DevOps,Gnie Informatique,Dveloppement logiciel (SCRUM),0.299,11,41,3,0.854,1,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0416,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Rseaux,Systmes Embarqus,Dveloppement logiciel (SCRUM),0.473,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0471,Intelligence artificielle gnrale,Crer une intelligence artificielle gnrale capable de tout faire comme un humain.,Mobile,Gnie Logiciel,Recherche applique,0.92,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0465,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Dveloppement Web,Gnie Informatique,tude de cas,0.666,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0486,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,Cloud / DevOps,Data Science,Prototypage,0.559,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0085,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Cyberscurit,Gnie Informatique,tude de cas,0.247,11,41,3,0.854,1,0,0,0,1,0,APPROUVE
PRJ-0097,Mise en place d'un systme de vote lectronique scuris pour les lections universitaires,"Ce projet consiste  concevoir et dployer une plateforme de vote lectronique scurise base sur la cryptographie asymtrique et la blockchain lgre. L'objectif est de garantir l'anonymat, l'intgrit et la traabilit des votes lors des lections au sein de l'universit.",Rseaux,Systmes Embarqus,Recherche applique,0.171,13,39,3,0.821,4,1,0,0,1,0,APPROUVE
PRJ-0385,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Cloud / DevOps,Data Science,Recherche exprimentale,0.209,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0184,Systme embarqu de surveillance environnementale bas sur IoT,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Cyberscurit,Systmes Embarqus,tude de cas,0.106,8,38,3,0.868,2,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0251,Application de chat en temps rel v2,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,Rseaux,Cyberscurit,Recherche exprimentale,0.631,7,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0462,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Cloud / DevOps,Systmes Embarqus,tude de cas,0.548,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0176,Mise en place d'un systme de vote lectronique scuris pour les lections universitaires  Cas d'tude 6,"Ce projet consiste  concevoir et dployer une plateforme de vote lectronique scurise base sur la cryptographie asymtrique et la blockchain lgre. L'objectif est de garantir l'anonymat, l'intgrit et la traabilit des votes lors des lections au sein de l'universit.",Systmes Embarqus,Cyberscurit,Prototypage,0.354,16,39,3,0.821,4,1,0,0,1,0,APPROUVE
PRJ-0069,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Rseaux,Data Science,Dveloppement logiciel (SCRUM),0.405,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0352,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Cloud / DevOps,Gnie Informatique,Prototypage,0.533,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0455,Mise en place d'un rseau local pour une entreprise v2,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Rseaux,Rseaux et Tlcommunications,Prototypage,0.265,10,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0571,Copie du systme bancaire,Reproduire exactement le systme de la banque Ecobank avec toutes ses fonctionnalits en 2 mois.,Cloud / DevOps,Rseaux et Tlcommunications,Recherche exprimentale,0.691,4,15,2,1.0,1,0,1,0,0,1,REJETE
PRJ-0346,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Dveloppement Web,Systmes Embarqus,Dveloppement logiciel (SCRUM),0.483,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0467,Systme de gestion de bibliothque v2,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Mobile,Data Science,Prototypage,0.378,6,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0298,Application de chat en temps rel,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,Mobile,Rseaux et Tlcommunications,Recherche applique,0.338,6,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0570,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un rsum de ce que j'ai trouv.,Cyberscurit,Rseaux et Tlcommunications,Recherche exprimentale,0.841,3,20,2,0.95,0,0,3,0,0,0,REJETE
PRJ-0047,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",Mobile,Systmes Embarqus,Recherche applique,0.178,8,38,3,0.842,2,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0067,Conception d'un entrept de donnes pour le suivi pidmiologique au Ministre de la Sant,"Ce projet vise  concevoir un data warehouse selon la modlisation en toile pour centraliser les donnes pidmiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le dploiement sous PostgreSQL et la cration de rapports analytiques sur Power BI.",Mobile,Gnie Logiciel,Dveloppement logiciel (SCRUM),0.433,14,40,3,0.925,2,1,0,0,1,0,APPROUVE
PRJ-0172,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Mobile,Rseaux et Tlcommunications,Prototypage,0.335,13,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0314,Application de chat en temps rel,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,Mobile,Cyberscurit,Prototypage,0.477,6,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0516,Application,Une application mobile.,Bases de donnes,Data Science,tude de cas,0.574,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0538,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un rsum de ce que j'ai trouv.,Bases de donnes,Cyberscurit,Recherche applique,0.585,3,20,2,0.95,0,0,3,0,0,0,REJETE
PRJ-0106,Classification automatique de documents administratifs par traitement du langage naturel  Cas d'tude 6,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",IA / Machine Learning,Data Science,Prototypage,0.358,13,32,3,0.906,1,2,0,0,1,0,APPROUVE
PRJ-0544,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,Cyberscurit,Gnie Informatique,tude de cas,0.561,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0320,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",IA / Machine Learning,Data Science,Recherche applique,0.365,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0353,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Rseaux,Rseaux et Tlcommunications,Prototypage,0.641,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0232,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Mobile,Cyberscurit,Dveloppement logiciel (SCRUM),0.284,11,41,3,0.829,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0255,Mise en place d'un rseau local pour une entreprise v3,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Dveloppement Web,Gnie Informatique,Prototypage,0.505,10,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0537,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,IA / Machine Learning,Gnie Informatique,Recherche applique,0.814,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0019,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Mobile,Cyberscurit,Dveloppement logiciel (SCRUM),0.448,11,41,3,0.854,1,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0196,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises  Cas d'tude 6,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Dveloppement Web,Systmes Embarqus,Prototypage,0.35,14,41,3,0.829,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0330,Application de chat en temps rel,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,Mobile,Data Science,Recherche exprimentale,0.735,6,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0015,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Cyberscurit,Data Science,Recherche exprimentale,0.289,11,41,3,0.854,1,0,0,0,1,0,APPROUVE
PRJ-0383,Analyse des donnes de vente d'une entreprise v2,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Dveloppement Web,Gnie Informatique,tude de cas,0.474,8,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0205,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Cloud / DevOps,Gnie Logiciel,Recherche applique,0.038,11,41,3,0.829,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0039,Systme embarqu de surveillance environnementale bas sur IoT,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",IA / Machine Learning,Rseaux et Tlcommunications,tude de cas,0.389,8,38,3,0.868,2,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0552,Application,Une application mobile.,Bases de donnes,Gnie Informatique,tude de cas,0.522,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0393,Application de chat en temps rel,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,Cloud / DevOps,Rseaux et Tlcommunications,Dveloppement logiciel (SCRUM),0.358,6,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0489,Intelligence artificielle gnrale,Crer une intelligence artificielle gnrale capable de tout faire comme un humain.,Cloud / DevOps,Systmes Embarqus,tude de cas,0.725,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0542,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un rsum de ce que j'ai trouv.,Dveloppement Web,Cyberscurit,Recherche applique,0.913,3,20,2,0.95,0,0,3,0,0,0,REJETE
